,E_Equipment Serial Number,E_OEM Nameplate SN
25086,297762,297762
25087,297461,297461
25088,297464,297464
25089,811844,811844UK
25090,811843,37A8124-1
25091,238045,238045
25092,297640,297640
25093,297584,297584
25094,297583,297583
25095,297641,297641
25096,297521,297521
25097,298021,298021
25098,297833,297833
25099,298022,298022
25100,297929,297929
25101,296406,296406
25102,296405,296405
25103,297468,297468
25104,281942,281942
25105,297935,297935
25106,297933,297933
25107,297932,297932
25108,248863,248863
25109,237996,237996
25110,801781,801781UK
25111,801780,801780UK
25112,801779,801779UK
25113,801778,801778UK
25114,297196,297196
25115,297090,297090
25116,U00013,U00013
25117,806876,806876UK
25118,806875,806875UK
25119,806870,806870UK
25120,297914,297914
25121,297915,297915
25122,804403,800120
25123,298569,298569
25124,298568,298568
25125,812054,51633
25126,296436,296436
25127,297956,297956
25128,297322,297322
25129,803526,803526UK
25130,800695,800695UK
25131,297785,297785
25132,297784,297784
25133,296519,296519
25134,298175,298175
25135,298174,298174
25136,298173,298173
25137,298176,298176
25138,296842,296842
25139,296840,296840
25140,296841,296841
25141,800315,800315UK
25142,800306,800306UK
25143,806084,806084UK
25144,214265,214265
25145,297385,297385
25146,810345,810345
25147,810344,140920
25148,810342,140900
25149,810343,140910
25150,297772,297772
25151,297773,297773
25152,297419,297419
25153,802063,17A5016-1
25154,802062,17A5018-1
25155,802061,17A5012-1
25156,802060,17A5014-1
25157,295439,295439
25158,295440,295440
25159,295213,295213
25160,295212,295212
25161,295227,295227
25162,804671,804671UK
25163,804643,804643UK
25164,295952,295952
25165,248876,248876
25166,282387,282387
25167,282388,282388
25168,295600,295600
25169,297869,297869
25170,297870,297870
25171,297871,297871
25172,804123,V00193
25173,804122,V00198
25174,804121,V00197
25175,804120,V00196
25176,297257,297257
25177,297256,297256
25178,297255,297255
25179,297258,297258
25180,295577,295577
25181,296593,296593
25182,296594,296594
25183,297687,297687
25184,297686,297686
25185,297688,297688
25186,298283,298283
25187,816158,37A8157
25188,816157,37A8149
25189,297581,297581
25190,297582,297582
25191,297690,297690
25192,811809,37A8109-1
25193,811807,37A8108-1
25194,297597,297597
25195,297596,297596
25196,297595,297595
25197,297598,297598
25198,297065,297065
25199,297840,297840
25200,297839,297839
25201,297838,297838
25202,297841,297841
25203,297493,297493
25204,297492,297492
25205,297491,297491
25206,297490,297490
25207,802058,802058UK
25208,801675,801675UK
25209,295614,295614
25210,806622,806622UK
25211,806580,806580UK
25212,806579,806579UK
25213,237982,237982
25214,237981,237981
25215,237983,237983
25216,237980,237980
25217,297510,297510
25218,297511,297511
25219,248870,248870
25220,248871,248871
25221,238029,238029
25222,238028,238028
25223,238059,238059
25224,248850,248850
25225,217718,217718
25226,217719,217719
25227,238057,238057
25228,811485,811485UK
25229,811484,811484UK
25230,801680,801680UK
25231,297665,297665
25232,297664,297664
25233,282520,282520
25234,804155,46S8119-1
25235,804154,46S8118-1
25236,248888,248888
25237,248887,248887
25238,248886,248886
25239,248885,248885
25240,248884,248884
25241,248889,248889
25242,295658,295658
25243,295657,295657
25244,295659,295659
25245,297264,297264
25246,297263,297263
25247,811842,811842UK
25248,811841,811841UK
25249,811840,811840UK
25250,811839,811839UK
25251,297717,297717
25252,297716,297716
25253,297652,297652
25254,297651,297651
25255,297628,297628
25256,297627,297627
25257,297604,297604
25258,297603,297603
25259,297602,297602
25260,297605,297605
25261,296909,296909
25262,217790,217790
25263,217789,217789
25264,217788,217788
25265,217791,217791
25266,819286,37A8123
25267,819284,37A8118
25268,819282,37A8139
25269,295323,295323
25270,295322,295322
25271,295321,295321
25272,295320,295320
25273,295319,295319
25274,295318,295318
25275,248875,248875
25276,811493,811493UK
25277,811492,811492UK
25278,816077,37A9002-1
25279,298076,298076
25280,298075,298075
25281,298074,298074
25282,298073,298073
25283,298072,298072
25284,298071,298071
25285,298070,298070
25286,298069,298069
25287,295368,295368
25288,295367,295367
25289,295369,295369
25290,804670,37A7707-1
25291,804648,37A7706-1
25292,801735,17A5331-1
25293,296592,296592
25294,248874,248874
25295,819556,37A8407
25296,819554,37A8147
25297,297985,297985
25298,297984,297984
25299,297983,297983
25300,297982,297982
25301,297861,297861
25302,297860,297860
25303,297859,297859
25304,297858,297858
25305,297155,297155
25306,297156,297156
25307,807522,807522UK
25308,237962,237962
25309,282043,282043
25310,248907,248907
25311,238058,238058
25312,217780,217780
25313,296876,296876
25314,217749,217749
25315,217748,217748
25316,217747,217747
25317,217717,217717
25318,217716,217716
25319,217715,217715
25320,217751,217751
25321,217750,217750
25322,217752,217752
25323,804141,804141UK
25324,804140,804140UK
25325,804981,804981UK
25326,804673,804673UK
25327,804634,804634UK
25328,806797,806797UK
25329,281786,281786
25330,281905,281905
25331,297399,297399
25332,297398,297398
25333,295947,295947
25334,295816,295816
25335,298292,298292
25336,297573,297573
25337,297574,297574
25338,806619,806619UK
25339,806618,806618UK
25340,806617,806617UK
25341,298001,298001
25342,298000,298000
25343,297999,297999
25344,297998,297998
25345,297997,297997
25346,297996,297996
25347,297995,297995
25348,297994,297994
25349,298380,298380
25350,298379,298379
25351,298378,298378
25352,298213,298213
25353,298212,298212
25354,807530,807530UK
25355,298241,298241
25356,298240,298240
25357,298239,298239
25358,298242,298242
25359,297198,297198
25360,297197,297197
25361,819238,37A9006
25362,819237,37A9005
25363,297335,297335
25364,297334,297334
25365,297333,297333
25366,297302,297302
25367,297301,297301
25368,297300,297300
25369,297299,297299
25370,297336,297336
25371,801453,47A5287
25372,298276,298276
25373,298129,298129
25374,298130,298130
25375,811859,811859UK
25376,811858,811858UK
25377,819416,37A3191-1
25378,298227,298227
25379,298225,298225
25380,298224,298224
25381,298223,298223
25382,298226,298226
25383,811614,37A8054-1
25384,811612,37A8053-1
25385,297372,297372
25386,297373,297373
25387,297374,297374
25388,297375,297375
25389,808828,260254-1
25390,808579,260131-1
25391,297276,297276
25392,297275,297275
25393,806819,806819UK
25394,806822,806822UK
25395,806820,806820UK
25396,806821,806821UK
25397,296566,296566
25398,296565,296565
25399,297941,297941
25400,297940,297940
25401,297939,297939
25402,297942,297942
25403,297318,297318
25404,297317,297317
25405,297316,297316
25406,297315,297315
25407,297314,297314
25408,297313,297313
25409,297312,297312
25410,297319,297319
25411,295673,295673
25412,295672,295672
25413,295671,295671
25414,295670,295670
25415,295680,295680
25416,295679,295679
25417,295678,295678
25418,295677,295677
25419,295676,295676
25420,295675,295675
25421,295674,295674
25422,295669,295669
25423,295668,295668
25424,295667,295667
25425,295666,295666
25426,295681,295681
25427,297656,297656
25428,297657,297657
25429,297568,297568
25430,297569,297569
25431,810847,50252
25432,810845,50257
25433,297448,297448
25434,297447,297447
25435,297446,297446
25436,297445,297445
25437,297444,297444
25438,297443,297443
25439,297442,297442
25440,297449,297449
25441,297791,297791
25442,297790,297790
25443,297789,297789
25444,297788,297788
25445,295727,295727
25446,297515,297515
25447,297516,297516
25448,297526,297526
25449,297525,297525
25450,297524,297524
25451,297523,297523
25452,297522,297522
25453,297527,297527
25454,802131,802131UK
25455,295180,295180
25456,295181,295181
25457,248873,248873
25458,238055,238055
25459,297855,297855
25460,297854,297854
25461,297501,297501
25462,297500,297500
25463,297856,297856
25464,297499,297499
25465,297498,297498
25466,297497,297497
25467,297496,297496
25468,297495,297495
25469,297494,297494
25470,297857,297857
25471,297549,297549
25472,297550,297550
25473,217763,217763
25474,217762,217762
25475,802128,802128UK
25476,297770,297770
25477,816116,37A7726
25478,811669,37A7725
25479,282626,282626
25480,297780,297780
25481,297779,297779
25482,297778,297778
25483,298041,298041
25484,297545,297545
25485,297544,297544
25486,297543,297543
25487,297546,297546
25488,806826,806826UK
25489,806825,806825UK
25490,806824,806824UK
25491,806823,806823UK
25492,807525,807525UK
25493,807526,807526UK
25494,179364,179364
25495,226088,226088
25496,297392,297392
25497,298282,298282
25498,237976,237976
25499,237975,237975
25500,237974,237974
25501,217775,217775
25502,217776,217776
25503,297236,297236
25504,297235,297235
25505,297234,297234
25506,297237,297237
25507,238053,238053
25508,238052,238052
25509,238051,238051
25510,238050,238050
25511,238049,238049
25512,238042,238042
25513,238041,238041
25514,238040,238040
25515,238039,238039
25516,238038,238038
25517,238037,238037
25518,238036,238036
25519,238035,238035
25520,238034,238034
25521,238033,238033
25522,238054,238054
25523,298302,298302
25524,298301,298301
25525,298303,298303
25526,297344,297344
25527,297343,297343
25528,297547,297547
25529,297548,297548
25530,297188,297188
25531,801689,801689UK
25532,801688,801688UK
25533,801687,801687UK
25534,295858,295858
25535,295423,295423
25536,297731,297731
25537,297625,297625
25538,297626,297626
25539,804652,804652UK
25540,297166,297166
25541,297165,297165
25542,297167,297167
25543,297115,297115
25544,297114,297114
25545,804102,804102UK
25546,804101,804101UK
25547,801428,17A5311-1
25548,237998,237998
25549,237997,237997
25550,237999,237999
25551,807531,807531UK
25552,297600,297600
25553,297599,297599
25554,297601,297601
25555,297621,297621
25556,297622,297622
25557,806847,806847UK
25558,806846,806846UK
25559,806845,806845UK
25560,806844,806844UK
25561,806843,806843UK
25562,806795,806795UK
25563,806794,806794UK
25564,806793,806793UK
25565,806792,806792UK
25566,806791,806791UK
25567,297629,297629
25568,297630,297630
25569,297432,297432
25570,819501,819501UK
25571,819500,819500UK
25572,804669,37A8021-1
25573,804651,37A8020-1
25574,297400,297400
25575,297401,297401
25576,248934,248934
25577,297199,297199
25578,297200,297200
25579,296600,296600
25580,296601,296601
25581,819251,37A8105
25582,819250,37A8099
25583,806798,806798UK
25584,819485,819485UK
25585,819483,819483UK
25586,819481,819481UK
25587,298331,298331
25588,298332,298332
25589,297370,297370
25590,297369,297369
25591,296057,296057
25592,296058,296058
25593,296449,296449
25594,298058,298058
25595,298057,298057
25596,297668,297668
25597,296174,296174
25598,296045,296045
25599,295694,295694
25600,295695,295695
25601,295693,295693
25602,298127,298127
25603,298113,298113
25604,298112,298112
25605,298128,298128
25606,819689,819689UK
25607,819687,819687UK
25608,819685,819685UK
25609,819683,819683UK
25610,819681,819681UK
25611,806796,806796UK
25612,803071,803071UK
25613,297368,297368
25614,297367,297367
25615,297366,297366
25616,297365,297365
25617,297479,297479
25618,297480,297480
25619,297228,297228
25620,297229,297229
25621,248897,248897
25622,248862,248862
25623,238031,238031
25624,238030,238030
25625,297208,297208
25626,297207,297207
25627,297209,297209
25628,296660,296660
25629,296661,296661
25630,296286,296286
25631,296285,296285
25632,296284,296284
25633,296283,296283
25634,296282,296282
25635,296658,296658
25636,296659,296659
25637,297466,297466
25638,297465,297465
25639,297467,297467
25640,812137,50763
25641,298110,298110
25642,298111,298111
25643,804649,37A7411-1
25644,295479,295479
25645,295477,295477
25646,295476,295476
25647,295478,295478
25648,811766,811766UK
25649,811764,811764UK
25650,297441,297441
25651,297214,297214
25652,297215,297215
25653,298055,298055
25654,298054,298054
25655,298053,298053
25656,298052,298052
25657,298051,298051
25658,297760,297760
25659,217700,217700
25660,217701,217701
25661,804340,V02401
25662,217766,217766
25663,217765,217765
25664,217764,217764
25665,217767,217767
25666,297947,297947
25667,297948,297948
25668,297946,297946
25669,297952,297952
25670,297951,297951
25671,297950,297950
25672,297949,297949
25673,297945,297945
25674,811667,37A7723-1
25675,811665,37A7720-1
25676,297323,297323
25677,806625,806625UK
25678,806585,806585UK
25679,806584,806584UK
25680,806583,806583UK
25681,297619,297619
25682,297294,297294
25683,297295,297295
25684,297293,297293
25685,248917,248917
25686,248854,248854
25687,297831,297831
25688,297830,297830
25689,297829,297829
25690,297832,297832
25691,297827,297827
25692,297826,297826
25693,297828,297828
25694,297232,297232
25695,297231,297231
25696,297230,297230
25697,297233,297233
25698,801426,801426UK
25699,801424,801424UK
25700,801425,801425UK
25701,801427,801427UK
25702,297143,297143
25703,297144,297144
25704,801759,801759UK
25705,801692,801692UK
25706,297541,297541
25707,297540,297540
25708,297539,297539
25709,297542,297542
25710,800318,800318UK
25711,800317,800317UK
25712,806094,806094
25713,800308,800308UK
25714,800307,800307UK
25715,802400,802400UK
25716,297137,297137
25717,800322,800322UK
25718,800321,800321UK
25719,297732,297732
25720,281870,281870
25721,281871,281871
25722,298201,298201
25723,298200,298200
25724,297513,297513
25725,297514,297514
25726,804847,46S8149-1
25727,297658,297658
25728,297659,297659
25729,297457,297457
25730,297096,297096
25731,296677,296677
25732,297191,297191
25733,297244,297244
25734,297242,297242
25735,297241,297241
25736,297240,297240
25737,297245,297245
25738,298119,298119
25739,298118,298118
25740,297243,297243
25741,237961,237961
25742,237960,237960
25743,237959,237959
25744,237958,237958
25745,237957,237957
25746,237956,237956
25747,237955,237955
25748,237954,237954
25749,237953,237953
25750,237952,237952
25751,237951,237951
25752,237950,237950
25753,298020,298020
25754,298019,298019
25755,298018,298018
25756,298017,298017
25757,298016,298016
25758,298015,298015
25759,811857,811857UK
25760,811856,811856UK
25761,297890,297890
25762,297889,297889
25763,297888,297888
25764,297887,297887
25765,297089,297089
25766,296868,296868
25767,296529,296529
25768,298158,298158
25769,298159,298159
25770,297178,297178
25771,297177,297177
25772,297176,297176
25773,297175,297175
25774,298235,298235
25775,298178,298178
25776,298177,298177
25777,298236,298236
25778,237963,237963
25779,807532,807532UK
25780,802153,802153
25781,295581,295581
25782,801474,801474UK
25783,801455,801455UK
25784,297589,297589
25785,297588,297588
25786,297587,297587
25787,297552,297552
25788,297590,297590
25789,297226,297226
25790,297163,297163
25791,297162,297162
25792,297227,297227
25793,297927,297927
25794,297926,297926
25795,297928,297928
25796,297666,297666
25797,297667,297667
25798,248872,248872
25799,248860,248860
25800,238001,238001
25801,805015,805015UK
25802,804928,804928UK
25803,295945,295945
25804,297908,297908
25805,297909,297909
25806,297903,297903
25807,297904,297904
25808,298011,298011
25809,298010,298010
25810,298009,298009
25811,298008,298008
25812,298363,298363
25813,295580,295580
25814,298079,298079
25815,298080,298080
25816,297389,297389
25817,297390,297390
25818,248890,248890
25819,217720,217720
25820,248891,248891
25821,248899,248899
25822,248898,248898
25823,297512,297512
25824,295809,295809
25825,295546,295546
25826,297910,297910
25827,297911,297911
25828,811678,811678UK
25829,811677,811677UK
25830,297123,297123
25831,819246,37A8098-1
25832,819245,37A8094-1
25833,819244,37A8093-1
25834,297260,297260
25835,297102,297102
25836,297101,297101
25837,296049,296049
25838,296735,296735
25839,296734,296734
25840,282590,282590
25841,819242,37A8141
25842,819241,37A8138
25843,819240,37A8137
25844,819239,37A8132
25845,295438,295438
25846,295437,295437
25847,295436,295436
25848,295435,295435
25849,806805,806805UK
25850,806804,806804UK
25851,806803,806803UK
25852,806802,806802UK
25853,819280,37A8126
25854,819278,37A8116
25855,819276,37A8112
25856,295723,295723
25857,295722,295722
25858,295721,295721
25859,295724,295724
25860,237993,237993
25861,237994,237994
25862,237992,237992
25863,237995,237995
25864,237990,237990
25865,237991,237991
25866,297482,297482
25867,297483,297483
25868,297609,297609
